battery_id,battery_formula,working_ion,max_voltage_step,elements,nelements,max_delta_volume,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,stability_charge,stability_discharge,material_ids
mp-554656_Li,Li4-5VP2(O4F)2,Li,0,"[Element V, Element P, Element O, Element F]",4,0.007651905,3.649545813,85.46771395,239.6290824,311.9183376,874.5373146,0.026213979,0.006114228,"[MPID(mp-782668), MPID(mp-554656)]"
mp-753224_Li,Li1-2CoGeO4,Li,0,"[Element Co, Element Ge, Element O]",3,0.014938665,3.840042648,127.9595297,490.0161557,491.3700514,1881.682936,0.065395297,0,"[MPID(mp-763507), MPID(mp-756582), MPID(mp-753224)]"
mp-758114_Li,Li0-4Fe3Co3(TeO8)2,Li,0,"[Element Fe, Element Co, Element Te, Element O]",4,0.072332084,4.101545358,121.3712912,588.5797451,497.8098559,2414.086522,0.11294959,0.019230198,"[MPID(mp-761932), MPID(mp-1177425), MPID(mp-758114), MPID(mp-849468)]"
mp-1012879_Li,Li0-3Cr2(GeO4)3,Li,0,"[Element Cr, Element Ge, Element O]",3,0.030154035,5.020352822,150.3651266,610.1466039,754.8859879,3063.151225,0.331002732,0.132669345,"[MPID(mp-1329713), MPID(mp-1012879)]"
mp-25402_Li,Li1-3VPCO7,Li,1.60413101,"[Element V, Element P, Element C, Element O]",4,0.020999434,2.725833881,236.4022076,634.9586366,644.3931469,1730.791764,0.0433803,0.068506257,"[MPID(mp-753805), MPID(mp-770949), MPID(mp-25463), MPID(mp-25421), MPID(mp-25402), MPID(mp-766594)]"
mp-758908_Li,Li1-2CoPO4F,Li,1.436822185,"[Element Co, Element P, Element O, Element F]",4,0.016413501,5.153182653,143.4884325,470.6146484,739.4221011,2425.163242,0.164575539,0.050666059,"[MPID(mp-758908), MPID(mp-759682), MPID(mp-770624)]"
mp-758093_Li,Li0-4Mn3Co3(SbO8)2,Li,0,"[Element Mn, Element Co, Element Sb, Element O]",4,0.08061324,3.900253166,123.3828868,599.2131111,481.224495,2337.082834,0.068987601,0.04320675,"[MPID(mp-863857), MPID(mp-758093)]"
mp-760813_Li,Li0-4Mn5Co(PO4)6,Li,0,"[Element Mn, Element Co, Element P, Element O]",4,0.078811118,3.689289573,115.1247096,374.8500658,424.7283907,1382.930439,0.052308859,0.069097407,"[MPID(mp-771641), MPID(mp-760813)]"
mp-754773_Li,Li3-4CrFe3O8,Li,0,"[Element Cr, Element Fe, Element O]",3,0.0011986,4.079103233,71.4153314,294.2333562,291.3105092,1200.208235,1.253893843,1.511986201,"[MPID(mp-754773), MPID(mp-759919)]"
mp-759348_Li,Li2-3Cr(Si2O5)3,Li,0,"[Element Cr, Element Si, Element O]",3,0.018574576,1.195425711,55.68293137,144.8787324,66.56480782,173.1917616,0.039353768,0.125281385,"[MPID(mp-775302), MPID(mp-759348)]"
mp-755458_Li,Li2-4Cr3FeO8,Li,0.34650451,"[Element Cr, Element Fe, Element O]",3,0.035740053,3.740291728,145.8216974,616.6862367,545.4156885,2306.58643,0.643448623,0.519705968,"[MPID(mp-756058), MPID(mp-755458), MPID(mp-759199), MPID(mp-755927), MPID(mp-863330)]"
mp-22173_Li,Li0-1Fe(GeO3)2,Li,0,"[Element Fe, Element Ge, Element O]",3,0.063835766,5.027227463,88.14467407,395.8624991,443.1233262,1990.090827,0.123370948,0.006712471,"[MPID(mp-1043501), MPID(mp-22173), MPID(mp-1188169)]"
mp-768512_Li,Li0-3Cu2(SO4)3,Li,0.678400521,"[Element Cu, Element S, Element O]",3,0.135592448,4.187712592,184.3703903,561.0873051,772.0902049,2349.672373,0.016967979,0.035720093,"[MPID(mp-768512), MPID(mp-768757), MPID(mp-777767)]"
mp-35171_Li,Li0-1NbO2F,Li,0,"[Element Nb, Element O, Element F]",3,0.016528142,1.693915293,177.6761258,763.9496999,300.9683068,1294.06608,0.111282969,0.22064341,"[MPID(mp-35171), MPID(mp-1222399)]"
mp-25397_Li,Li0-2NiPO4F,Li,0.58214337,"[Element Ni, Element P, Element O, Element F]",4,0.06540832,5.057702658,287.3457601,957.3308397,1453.309415,4841.894733,0.241769248,0.030360166,"[MPID(mp-25468), MPID(mp-25413), MPID(mp-25397), MPID(mp-1172964)]"
mp-5127_Li,Li0-1CuO,Li,0.92833555,"[Element Cu, Element O]",2,0.036367909,3.592066196,309.8924356,1253.991523,1113.154142,4504.42056,0.589408155,0,"[MPID(mp-25229), MPID(mp-753081), MPID(mp-5127)]"
mp-1223010_Li,Li0-0.5LaFeTeO6,Li,0,"[Element La, Element Fe, Element Te, Element O]",4,0.013617862,1.536897748,31.76905819,175.0995962,48.825794,269.1101752,0,0.059378822,"[MPID(mp-1297758), MPID(mp-1236767), MPID(mp-1223010), MPID(mp-1235376)]"
mp-758427_Li,Li0.33-0.67CuCO3,Li,0,"[Element Cu, Element C, Element O]",3,0.027898648,3.295100668,69.69629734,244.4715762,229.656316,805.5584542,0.083147588,0.070975207,"[MPID(mp-758450), MPID(mp-758427)]"
mp-753151_Li,Li0-1VCoO4,Li,0,"[Element V, Element Co, Element O]",3,0.1686311,3.919978673,148.2273809,567.7929417,581.0481718,2225.736222,0.040728242,0.007017884,"[MPID(mp-771137), MPID(mp-753151)]"
mp-769763_Li,Li4.5-5Cu(HO2)2,Li,0.17402346,"[Element Cu, Element H, Element O]",3,0.013303392,2.994302673,81.58026965,200.3353658,244.2760195,599.8647214,0.071239478,0.030981459,"[MPID(mp-781825), MPID(mp-1178316), MPID(mp-769763)]"
mp-757045_Li,Li0-1Ti3Nb(CuO4)3,Li,0,"[Element Ti, Element Nb, Element Cu, Element O]",4,0.015628452,3.361940703,42.80845299,211.0963774,143.9194806,709.6935036,0.068243266,0.080765926,"[MPID(mp-757045), MPID(mp-849772)]"
mp-1387639_Li,Li0-1V2CoO6,Li,0,"[Element V, Element Co, Element O]",3,0.007013335,2.005938733,101.6156051,439.2115732,203.8346781,881.0315068,6.362638599,5.88268573,"[MPID(mp-1387639), MPID(mp-1388676)]"
mp-761141_Li,Li2-2.75V3CoO8,Li,0,"[Element V, Element Co, Element O]",3,0.011593952,1.861927143,56.01681732,228.5712419,104.2992327,425.5829995,0.14501286,0.144558594,"[MPID(mp-774950), MPID(mp-761141), MPID(mp-773321)]"
mp-4409_Li,Li0-0.5Cu(RhO2)2,Li,0,"[Element Cu, Element Rh, Element O]",3,0.023527009,1.432580653,39.78545712,271.1636406,56.99587615,388.4637854,0.021767859,0.097053328,"[MPID(mp-4409), MPID(mp-1235381), MPID(mp-1104542), MPID(mp-1235296)]"
mp-756700_Li,Li3-4V3CoO8,Li,0,"[Element V, Element Co, Element O]",3,0.004633893,2.536734053,72.92584779,304.9208902,184.9934815,773.5032057,0.127229887,0.085607522,"[MPID(mp-1177534), MPID(mp-771356), MPID(mp-756700), MPID(mp-773242), MPID(mp-771711)]"
mp-1344934_Li,Li0-1La8Cu3O16,Li,0,"[Element La, Element Cu, Element O]",3,0.005890342,0.171586473,17.12759186,118.2786414,2.938863084,20.29501495,1.387190764,1.429564303,"[MPID(mp-1371146), MPID(mp-1344934)]"
mp-756513_Li,Li0-2Mn3CuO8,Li,0,"[Element Mn, Element Cu, Element O]",3,0.036306177,4.251077828,144.7800025,608.9745195,615.4710587,2588.798078,0.074407051,0.018717342,"[MPID(mp-756513), MPID(mp-756596)]"
mp-1096945_Li,Li0-0.5DyMn2O4,Li,0,"[Element Dy, Element Mn, Element O]",3,0.064004167,0.946952873,39.43201316,224.3074152,37.34025816,212.4085514,0.123999263,0.189178359,"[MPID(mp-1096958), MPID(mp-1235635), MPID(mp-1096945), MPID(mp-1235361)]"
mp-755409_Li,Li4-5Mn2Cu3O10,Li,0,"[Element Mn, Element Cu, Element O]",3,0.005178393,3.981817878,54.12110804,241.3199504,215.5003956,960.8920929,0.074177774,0.046727353,"[MPID(mp-849495), MPID(mp-755409)]"
mp-765750_Li,Li3-5Cr2Fe3O10,Li,0,"[Element Cr, Element Fe, Element O]",3,0.005997619,3.483857388,114.9720078,476.0942793,400.5460787,1658.644573,1.052946576,1.245116257,"[MPID(mp-1177772), MPID(mp-765750), MPID(mp-780315)]"
mp-774918_Li,Li1-1.5La7(CuO7)2,Li,0,"[Element La, Element Cu, Element O]",3,0.002230372,3.526056633,10.04678746,68.44760087,35.42554156,241.3501171,0.033201282,0.023662794,"[MPID(mp-775959), MPID(mp-774918)]"
mp-1208179_Li,Li0-1TiH6(OF3)2,Li,0,"[Element Ti, Element H, Element O, Element F]",4,0.204139017,1.699900333,129.5728656,243.0831379,220.2609575,413.2171071,0.019473487,0.094767536,"[MPID(mp-1208179), MPID(mp-1235748), MPID(mp-1235241), MPID(mp-1235410), MPID(mp-1236521)]"
mp-752491_Li,Li0-3VCr(P2O7)2,Li,1.99114794,"[Element V, Element Cr, Element P, Element O]",4,0.057665172,3.421769275,170.4758032,479.1902435,583.3288656,1639.678452,0.021002746,0.020314013,"[MPID(mp-767779), MPID(mp-766002), MPID(mp-753866), MPID(mp-752491), MPID(mp-759930), MPID(mp-760209), MPID(mp-760238), MPID(mp-760277), MPID(mp-760286), MPID(mp-766000)]"
mp-888265_Li,Li0-1La8Cu3O16,Li,0,"[Element La, Element Cu, Element O]",3,0.005890342,1.130118613,17.12759186,118.2786414,19.35621037,133.6688942,0.892420476,0.918231092,"[MPID(mp-888651), MPID(mp-888265)]"
mp-25196_Li,Li0-1VCuO4,Li,0.596941446,"[Element V, Element Cu, Element O]",3,0.098045758,3.730048253,144.5399604,571.7412425,539.1410267,2132.622423,0.037682917,0.060458894,"[MPID(mp-25196), MPID(mp-774871), MPID(mp-1105144)]"
mp-773650_Li,Li0-2V3CuO8,Li,0,"[Element V, Element Cu, Element O]",3,0.053527318,3.481752388,149.6254192,596.6820963,520.9586607,2077.499314,0.078166411,0.039196067,"[MPID(mp-775644), MPID(mp-773650)]"
mp-756057_Li,Li0-3VFeP2(O4F)2,Li,0,"[Element V, Element Fe, Element P, Element O, Element F]",5,0.058655711,4.54309631,226.1416473,715.4396767,1027.383283,3250.311355,0.038206923,0,"[MPID(mp-777408), MPID(mp-1177545), MPID(mp-777388), MPID(mp-756057)]"
mp-758792_Li,Li2.83-3CrSi2O7,Li,0,"[Element Cr, Element Si, Element O]",3,0.010748059,5.263114703,18.53599536,53.73276229,97.55706972,282.8016913,0.06009441,0.0342728,"[MPID(mp-1178100), MPID(mp-758792)]"
mp-763916_Li,Li2-5Cr3FeO8,Li,1.72515984,"[Element Cr, Element Fe, Element O]",3,0.052098713,2.081988573,214.6789097,863.1479431,446.959037,1797.064155,0.605023776,0.583745023,"[MPID(mp-774415), MPID(mp-850200), MPID(mp-763916), MPID(mp-1304638), MPID(mp-800259)]"
mp-760401_Li,Li0-1Nb3O7F,Li,0,"[Element Nb, Element O, Element F]",3,0.031295518,2.328470173,64.32545726,263.0785424,149.7799086,612.5705393,0.062803756,0.076526373,"[MPID(mp-760401), MPID(mp-1235339), MPID(mp-1235102)]"
mp-1223350_Li,Li0-0.5La2GaFeO6,Li,0,"[Element La, Element Ga, Element Fe, Element O]",4,0.063879331,-0.228362462,26.64979902,169.2177484,-6.085813707,-38.64298157,0.019170732,0.135644755,"[MPID(mp-1223350), MPID(mp-1235609), MPID(mp-1235621), MPID(mp-1235627)]"
mp-1222267_Li,Li0-1LuZnFeO4,Li,0,"[Element Lu, Element Zn, Element Fe, Element O]",4,0.116642551,0.846077313,72.99681432,454.8039701,61.76094854,384.7993211,0.04871014,0.180321285,"[MPID(mp-1222267), MPID(mp-1235493)]"
mp-755743_Li,Li1-2TiCrO4,Li,0,"[Element Ti, Element Cr, Element O]",3,0.01195794,1.030354431,150.7880838,600.4475192,155.3651703,618.6737619,0,0.079876817,"[MPID(mp-756275), MPID(mp-755743)]"
mp-755596_Li,Li0-2TiCrO4,Li,0,"[Element Ti, Element Cr, Element O]",3,0.087721875,2.507495562,301.5761676,1192.623858,756.200902,2990.499032,0.071427118,0.079983328,"[MPID(mp-755596), MPID(mp-1276652), MPID(mp-1316892), MPID(mp-1177868), MPID(mp-1272966), MPID(mp-1284253)]"
mp-555003_Li,Li0-1WF6,Li,0,"[Element W, Element F]",2,0.016552788,3.651334756,87.9396146,370.3551983,321.0969712,1352.290807,0,0,"[MPID(mp-555003), MPID(mp-759647)]"
mp-4711_Li,Li1.33-2CuO2,Li,0,"[Element Cu, Element O]",2,0.047555668,2.569279278,163.2840775,592.914306,419.5223969,1523.36244,0.02773456,0.014479919,"[MPID(mp-752615), MPID(mp-4711)]"
mp-25248_Li,Li1-1.5CuO2,Li,0,"[Element Cu, Element O]",2,0.065742893,2.855413483,126.4742217,477.4699808,361.1361978,1363.374221,0.024710699,0.010326509,"[MPID(mp-773044), MPID(mp-1222709), MPID(mp-758382), MPID(mp-25248), MPID(mp-545467)]"
mp-770546_Li,Li0-2Mn2P2O7F2,Li,0,"[Element Mn, Element P, Element O, Element F]",4,0.063433111,5.092546688,159.6760395,444.7300325,813.157686,2264.808454,0.267274012,0.098089467,"[MPID(mp-770557), MPID(mp-770546)]"
mp-18162_Li,Li0-0.5CuO,Li,0,"[Element Cu, Element O]",2,0.083797657,3.000944633,161.4237823,855.6021632,484.4238333,2567.61472,0.152784736,0.004688839,"[MPID(mp-510752), MPID(mp-18162)]"
mp-757257_Li,Li0-4CrCo3(PO4)4,Li,0,"[Element Cr, Element Co, Element P, Element O]",4,0.079232061,3.939129251,168.4448808,598.1757146,663.5261572,2356.291454,0.05497371,0.039599888,"[MPID(mp-775991), MPID(mp-757257)]"
mp-757363_Li,Li6-7Fe3Co(PO4)6,Li,0,"[Element Fe, Element Co, Element P, Element O]",4,0.063485784,3.486376733,31.72210768,91.78043048,110.5952181,319.9811574,0.055191579,0.06853506,"[MPID(mp-757363), MPID(mp-775102)]"
mp-510751_Li,Li0-0.5CuO,Li,0,"[Element Cu, Element O]",2,0.00398491,3.106870915,161.4237823,855.0426675,501.5228543,2656.507194,0.179534247,0.004903191,"[MPID(mp-510751), MPID(mp-553966)]"
mp-753116_Li,Li0-4Co5SbO12,Li,0,"[Element Co, Element Sb, Element O]",3,0.022610001,3.817008133,168.5143465,832.7435693,643.2206312,3178.588977,0.063091191,0.080789533,"[MPID(mp-753116), MPID(mp-757593)]"
mp-770853_Li,Li1-2CoPO4F,Li,0,"[Element Co, Element P, Element O, Element F]",4,0.009501575,2.775851161,143.4884325,477.4505446,398.3025318,1325.331648,0.069115641,0.22996076,"[MPID(mp-776411), MPID(mp-770853)]"
mp-755695_Li,Li1-2CoGeO4,Li,0,"[Element Co, Element Ge, Element O]",3,0.012020219,3.850476956,127.9595297,494.5169998,492.7052204,1904.126312,0.07032872,0.003012457,"[MPID(mp-756207), MPID(mp-755695), MPID(mp-756236)]"
mp-757609_Li,Li1-2FeCO4,Li,0.490516065,"[Element Fe, Element C, Element O]",3,0.035494323,2.798012046,183.9052113,464.5181742,514.5689966,1299.727447,0.105183745,0.083218773,"[MPID(mp-758117), MPID(mp-765004), MPID(mp-757609)]"
mp-754012_Li,Li0-1Mn(CO3)2,Li,0,"[Element Mn, Element C, Element O]",3,0.051396953,4.428726201,147.3443981,452.7264733,652.5479965,2005.001594,0.068469497,0,"[MPID(mp-754012), MPID(mp-1295192), MPID(mp-769558)]"
mp-19206_Li,Li0-1La4CoO8,Li,0,"[Element La, Element Co, Element O]",3,0.019794815,3.689821343,35.75956391,240.4608854,131.9464021,887.2577071,0.040052796,0.035656751,"[MPID(mp-25232), MPID(mp-19206)]"
mp-770611_Li,Li0-2CoH8(SO6)2,Li,0.9868532,"[Element Co, Element H, Element S, Element O]",4,0.146555087,4.610269648,159.0585202,382.602887,733.3026681,1763.902477,0.075934126,0.060319425,"[MPID(mp-1178433), MPID(mp-780159), MPID(mp-770611)]"
mp-756893_Li,Li0-2MnV4CoO12,Li,0,"[Element Mn, Element V, Element Co, Element O]",4,0.009828957,2.625510498,102.3910783,344.16599,268.8288511,903.61142,0.010833401,0.103142779,"[MPID(mp-756893), MPID(mp-1177907)]"
mp-752786_Li,Li0-4Ti3Co3(TeO8)2,Li,0,"[Element Ti, Element Co, Element Te, Element O]",4,0.079381146,3.647128688,124.7516177,564.9661966,454.9852039,2060.504424,0.10084344,0.040776679,"[MPID(mp-752786), MPID(mp-753426)]"
mp-772616_Li,Li0-2Cr3(FeO6)2,Li,0,"[Element Cr, Element Fe, Element O]",3,0.018874688,3.291791318,113.1931399,339.2664954,372.6081952,1116.794504,0.002509551,0.632590658,"[MPID(mp-772616), MPID(mp-775129)]"
mp-755090_Li,Li3-5Cr2Fe5O12,Li,1.76920357,"[Element Cr, Element Fe, Element O]",3,0.033960596,3.388158803,87.88595508,404.67702,297.7715724,1371.110008,0.967263335,1.296758039,"[MPID(mp-756384), MPID(mp-850397), MPID(mp-755090)]"
mp-768601_Li,Li1-3VSiCO7,Li,0.768709197,"[Element V, Element Si, Element C, Element O]",4,0.078905406,3.36051568,239.452338,648.1921671,804.6833362,2178.259941,0.09206693,0.034039488,"[MPID(mp-770650), MPID(mp-770348), MPID(mp-768601), MPID(mp-770349), MPID(mp-772542)]"
mp-755025_Li,Li0-2VCu(PO4)2,Li,0,"[Element V, Element Cu, Element P, Element O]",4,0.058973084,3.244210576,168.3974358,597.7353025,546.316742,1939.17919,0.038577008,0.068685874,"[MPID(mp-755025), MPID(mp-757133)]"
mp-766078_Li,Li0-1.5V3Fe2CuO12,Li,1.752031655,"[Element V, Element Fe, Element Cu, Element O]",4,0.007937718,3.677013397,75.78678494,274.1759546,278.6690235,1008.148658,0.047536193,0.033574794,"[MPID(mp-773088), MPID(mp-766078), MPID(mp-772865)]"
mp-754313_Li,Li1-4V3CoO10,Li,0,"[Element V, Element Co, Element O]",3,0.021459796,3.39020556,201.2547803,648.2937876,682.2950753,2197.849203,0.082704496,0.132449093,"[MPID(mp-754313), MPID(mp-759134)]"
mp-1176532_Li,Li0-8Mn7Cu(PO4)12,Li,0,"[Element Mn, Element Cu, Element P, Element O]",4,0.042257424,4.905423368,130.4766537,395.7099372,640.0432263,1941.124773,0.088673821,0.023574189,"[MPID(mp-1176532), MPID(mp-1176950)]"
mp-774793_Li,Li0-1La8Cu3O16,Li,0,"[Element La, Element Cu, Element O]",3,0.005890306,3.312582793,17.12759186,118.2786522,56.73656609,391.8078282,0.073012885,0.050142908,"[MPID(mp-776310), MPID(mp-774793)]"
mp-768553_Li,Li2-3Cu2(SO4)3,Li,0,"[Element Cu, Element S, Element O]",3,0.019837389,3.221342683,61.45679676,185.1059133,197.9734026,596.2895795,0.027704587,0.043358247,"[MPID(mp-769636), MPID(mp-768553)]"
mp-754449_Li,Li4-5Cu2Ni5O12,Li,0,"[Element Cu, Element Ni, Element O]",3,0.007176,3.804458318,41.40780158,206.1716314,157.5342552,784.371378,0.030334493,0.013225396,"[MPID(mp-849405), MPID(mp-754449)]"
mp-18687_Li,Li0-1NbF5,Li,0,"[Element Nb, Element F]",2,0.003022343,2.275217103,137.5567862,449.9345344,312.9715527,1023.698748,0,0.088104904,"[MPID(mp-18687), MPID(mp-761164)]"
mp-1405864_Li,Li0-1VFeP2(O4F)2,Li,0,"[Element V, Element Fe, Element P, Element O, Element F]",5,0.01778299,1.993467733,78.44327594,248.1491985,156.3741395,494.6774203,2.421877637,2.418507769,"[MPID(mp-1405864), MPID(mp-1446650)]"
mp-851105_Li,Li0-2Cu2(SO4)3,Li,0,"[Element Cu, Element S, Element O]",3,0.056370609,4.823529525,124.9015227,393.1322654,602.4661823,1896.28509,0.056867756,0.039297702,"[MPID(mp-851127), MPID(mp-851105)]"
mp-756573_Li,Li0-3Cu(TeO3)4,Li,0,"[Element Cu, Element Te, Element O]",3,0.108208165,3.47124805,102.1966794,564.4427526,354.7500241,1959.320804,0.091415079,0.101684195,"[MPID(mp-756573), MPID(mp-761021)]"
mp-754223_Li,Li0-1Ta2CuO6,Li,0,"[Element Ta, Element Cu, Element O]",3,0.00074942,3.389914913,50.72395578,399.5718797,171.9498942,1354.514674,0.102841892,0.06068358,"[MPID(mp-754223), MPID(mp-1222423), MPID(mp-755367)]"
mp-757296_Li,Li0-2V3CoO8,Li,0,"[Element V, Element Co, Element O]",3,0.024854805,3.512317766,151.5771295,598.6080911,532.387045,2102.501833,0.080130188,0.096403407,"[MPID(mp-861494), MPID(mp-1177869), MPID(mp-757296)]"
mp-767157_Li,Li0-8Ti16CuS32,Li,0,"[Element Ti, Element Cu, Element S]",3,0.029493124,2.020743955,112.1972433,358.795134,226.7219012,725.0330979,0.029846797,0.030089292,"[MPID(mp-767157), MPID(mp-774459)]"
mp-802343_Li,Li0-2Cr5(Si2O7)2,Li,0,"[Element Cr, Element Si, Element O]",3,0.03180512,-0.220478097,87.84546852,295.7625633,-19.3680017,-65.20916702,2.034339821,2.034495348,"[MPID(mp-802343), MPID(mp-860838)]"
mp-755507_Li,Li0-2V5CuO12,Li,0,"[Element V, Element Cu, Element O]",3,0.012093217,2.594892478,102.2706889,346.7494686,265.3814413,899.777588,0.025245835,0.091944643,"[MPID(mp-777235), MPID(mp-755507)]"
mp-752933_Li,Li0-1Cu6OF11,Li,0,"[Element Cu, Element O, Element F]",3,0.034954922,3.611493333,43.70765175,201.8003926,157.8498929,728.8007726,0.016510768,0.06012414,"[MPID(mp-752933), MPID(mp-1235045), MPID(mp-1235051), MPID(mp-1235161), MPID(mp-1235178), MPID(mp-1235406), MPID(mp-1235450), MPID(mp-1235453), MPID(mp-1235471), MPID(mp-1235671), MPID(mp-1235676), MPID(mp-1235764), MPID(mp-1236652)]"
mp-755048_Li,Li1.33-2CrFeO4,Li,0,"[Element Cr, Element Fe, Element O]",3,0.005137097,3.898259523,96.20712229,397.3821057,375.0403307,1549.098578,1.14066072,1.011699435,"[MPID(mp-755679), MPID(mp-755048)]"
mp-753171_Li,Li1-2CuF4,Li,0,"[Element Cu, Element F]",2,0.067906849,4.725122928,174.6916921,580.8375372,825.4397198,2744.528765,0,0.014737276,"[MPID(mp-753257), MPID(mp-753171)]"
mp-755762_Li,Li3-4Ti3CrO8,Li,0,"[Element Ti, Element Cr, Element O]",3,0.012469754,1.219706813,76.28006427,300.615314,93.03931411,366.6625467,0.08099401,0.104310885,"[MPID(mp-755762), MPID(mp-756669)]"
mp-770576_Li,Li0-1FeH12(SO7)2,Li,0,"[Element Fe, Element H, Element S, Element O]",4,0.0977155,4.103281043,73.83269561,143.4813246,302.9563003,588.7441993,0.025084184,0.034287987,"[MPID(mp-770576), MPID(mp-780157)]"
mp-25395_Li,Li0-2MnPO4F,Li,1.387800135,"[Element Mn, Element P, Element O, Element F]",4,0.176185381,4.036170076,293.2491818,892.9382747,1183.603573,3604.050744,0.032984616,0.04788171,"[MPID(mp-25426), MPID(mp-25410), MPID(mp-25395), MPID(mp-1172968)]"
mp-765153_Li,Li4.25-5Fe(CO3)4,Li,0,"[Element Fe, Element C, Element O]",3,0.035090312,3.994078717,60.8045567,148.104505,242.8581858,591.5410514,0.05155218,0.053070547,"[MPID(mp-882899), MPID(mp-765153)]"
mp-25390_Li,Li0-2CoPO4F,Li,1.31697663,"[Element Co, Element P, Element O, Element F]",4,0.068919557,4.558548453,286.9768649,940.6986737,1308.197944,4288.220484,0.099295679,0.053964911,"[MPID(mp-25444), MPID(mp-25465), MPID(mp-25390)]"
mp-756676_Li,Li0-4Mn3V2Co3O16,Li,0,"[Element Mn, Element V, Element Co, Element O]",4,0.132938197,4.044357108,147.4125259,632.080163,596.1888971,2556.3579,0.122118566,0.077013524,"[MPID(mp-768525), MPID(mp-756676)]"
mp-757245_Li,Li0-2Cr5(Si2O7)2,Li,0,"[Element Cr, Element Si, Element O]",3,0.009612344,2.976786366,87.84546852,296.9647797,261.497193,884.0007075,0.10095483,0,"[MPID(mp-757245), MPID(mp-867580)]"
mp-752610_Li,Li1-2CrFeO4,Li,0,"[Element Cr, Element Fe, Element O]",3,0.005114393,3.477482518,144.3106834,598.1868026,501.8378789,2080.184149,0.872869642,1.012758387,"[MPID(mp-754600), MPID(mp-752610), MPID(mp-755011)]"
mp-753139_Li,Li5-6CuF8,Li,0,"[Element Cu, Element F]",2,0.018660054,4.133573043,104.2132431,311.7183743,430.7730522,1288.510669,0.002055304,0.036446985,"[MPID(mp-753202), MPID(mp-753139), MPID(mp-753268)]"
mp-754261_Li,Li0-1La4FeO8,Li,0,"[Element La, Element Fe, Element O]",3,0.02443789,3.367874136,35.90751681,234.4356245,120.9319972,789.5496762,0.086245988,0.06880029,"[MPID(mp-754261), MPID(mp-756904)]"
mp-755979_Li,Li0-1V2CoO6,Li,0,"[Element V, Element Co, Element O]",3,0.011030634,2.654171328,101.6156051,439.9548324,269.7052255,1167.715502,0.094264139,0.176325457,"[MPID(mp-755979), MPID(mp-761801)]"
mp-758259_Li,Li0-4Ti3Cu3(TeO8)2,Li,0,"[Element Ti, Element Cu, Element Te, Element O]",4,0.087394042,3.652500228,122.7745475,567.5267815,448.4340628,2072.891699,0.088132979,0.073268791,"[MPID(mp-760579), MPID(mp-758259)]"
mp-753959_Li,Li1-2VCoO4,Li,0,"[Element V, Element Co, Element O]",3,0.021441367,3.704200043,142.7476327,599.608502,528.7657873,2221.069839,0.197311209,0.066466962,"[MPID(mp-753959), MPID(mp-773359)]"
mp-768303_Li,Li0-0.5DyNbO4,Li,0,"[Element Dy, Element Nb, Element O]",3,0.012750205,-0.016806967,41.50448983,243.1508694,-0.697564577,-4.086628557,0.082023777,0.184189425,"[MPID(mp-768303), MPID(mp-1236234)]"
mp-25205_Li,Li0-2Cu5(Si2O7)2,Li,0,"[Element Cu, Element Si, Element O]",3,0.015555783,3.956962868,80.25049089,314.6504702,317.5482126,1245.060227,0.115225424,0.075277502,"[MPID(mp-25205), MPID(mp-554014)]"
mp-752604_Li,Li0-2VCo3O8,Li,0,"[Element V, Element Co, Element O]",3,0.048367585,4.186523248,145.0224853,690.752094,607.1400061,2891.8497,0.092386353,0.043026577,"[MPID(mp-752604), MPID(mp-757835), MPID(mp-1101465)]"
mp-753851_Li,Li0-4Mn5CuO12,Li,0,"[Element Mn, Element Cu, Element O]",3,0.085426978,3.397116293,192.1277145,760.0279764,652.6801892,2581.903422,0.06299661,0.104437284,"[MPID(mp-756191), MPID(mp-753851), MPID(mp-1177346)]"
mp-806951_Li,Li0-1VFeP2(O4F)2,Li,0,"[Element V, Element Fe, Element P, Element O, Element F]",5,0.01778299,0.617592483,78.44327594,248.1491985,48.44597759,153.2550797,3.348403267,3.374990039,"[MPID(mp-806996), MPID(mp-806951)]"
mp-771908_Li,Li0-1FePO4F,Li,0,"[Element Fe, Element P, Element O, Element F]",4,0.008345028,6.838748731,151.6300253,408.1186425,1036.959643,2791.020849,0.37882562,0.033075695,"[MPID(mp-772533), MPID(mp-771908)]"
mp-753596_Li,Li0-3VCrP2(HO5)2,Li,2.108276635,"[Element V, Element Cr, Element P, Element H, Element O]",5,0.076592772,3.21615796,231.2346284,699.0309812,743.6870907,2248.194054,0.04575651,0.06962266,"[MPID(mp-753596), MPID(mp-765311), MPID(mp-753660), MPID(mp-766011)]"
mp-756349_Li,Li0-5Mn3Cu(PO4)4,Li,1.906451017,"[Element Mn, Element Cu, Element P, Element O]",4,0.113940229,3.523564547,208.4256695,689.5597216,734.4012999,2429.708188,0.016614387,0.056636196,"[MPID(mp-756349), MPID(mp-757721), MPID(mp-1177150)]"
mp-761188_Li,Li1-3V3(CoO6)2,Li,0,"[Element V, Element Co, Element O]",3,0.084866585,4.082444911,110.8629175,355.4266006,452.5917534,1451.009517,0.095259397,0.080456555,"[MPID(mp-761188), MPID(mp-774919)]"
